rashod_name,year,y1,id,building_year,object_square,building_square,balance,revaluation,depreciation,residual_value,technical_condition,quarter,otdel,city
27732,2017,8052.08,0,1980,217.7,217.7,1638812.21,937438.23,625912.67,1012899.54,29480,4,28240,5412
27732,2017,6441.67,0,1980,217.7,217.7,1638812.21,937438.23,611163.38,1027648.83,29480,1,28240,5412
27732,2017,6441.67,0,1980,217.7,217.7,1638812.21,937438.23,616079.81,1022732.4,29480,2,28240,5412
27732,2017,6441.67,0,1980,217.7,217.7,1638812.21,937438.23,620996.24,1017815.97,29480,3,28240,5412
27732,2017,6441.67,0,1980,217.7,217.7,1638812.21,937438.23,625912.67,1012899.54,29480,4,28240,5412
27732,2017,3220.83,0,1980,217.7,217.7,1638812.21,937438.23,611163.38,1027648.83,29480,1,28240,5412
27732,2017,3220.83,0,1980,217.7,217.7,1638812.21,937438.23,616079.81,1022732.4,29480,2,28240,5412
27732,2017,3220.83,0,1980,217.7,217.7,1638812.21,937438.23,620996.24,1017815.97,29480,3,28240,5412
27732,2017,3220.83,0,1980,217.7,217.7,1638812.21,937438.23,625912.67,1012899.54,29480,4,28240,5412
27732,2017,4831.25,0,1980,217.7,217.7,1638812.21,937438.23,611163.38,1027648.83,29480,1,28240,5412
27732,2017,4831.25,0,1980,217.7,217.7,1638812.21,937438.23,616079.81,1022732.4,29480,2,28240,5412
27732,2017,4831.25,0,1980,217.7,217.7,1638812.21,937438.23,620996.24,1017815.97,29480,3,28240,5412
27732,2017,4831.25,0,1980,217.7,217.7,1638812.21,937438.23,625912.67,1012899.54,29480,4,28240,5412
27732,2017,3288.85,0,1980,217.7,217.7,1638812.21,937438.23,611163.38,1027648.83,29480,1,28240,5412
27732,2017,3288.85,0,1980,217.7,217.7,1638812.21,937438.23,616079.81,1022732.4,29480,2,28240,5412
27732,2017,3288.85,0,1980,217.7,217.7,1638812.21,937438.23,620996.24,1017815.97,29480,3,28240,5412
27732,2017,3288.85,0,1980,217.7,217.7,1638812.21,937438.23,625912.67,1012899.54,29480,4,28240,5412
27732,2017,8222.12,0,1980,217.7,217.7,1638812.21,937438.23,611163.38,1027648.83,29480,1,28240,5412
27732,2017,8222.12,0,1980,217.7,217.7,1638812.21,937438.23,616079.81,1022732.4,29480,2,28240,5412
27732,2017,8222.12,0,1980,217.7,217.7,1638812.21,937438.23,620996.24,1017815.97,29480,3,28240,5412
27732,2017,8222.12,0,1980,217.7,217.7,1638812.21,937438.23,625912.67,1012899.54,29480,4,28240,5412
27732,2017,13155.39,0,1980,217.7,217.7,1638812.21,937438.23,611163.38,1027648.83,29480,1,28240,5412
27732,2017,13155.39,0,1980,217.7,217.7,1638812.21,937438.23,616079.81,1022732.4,29480,2,28240,5412
27732,2017,13155.39,0,1980,217.7,217.7,1638812.21,937438.23,620996.24,1017815.97,29480,3,28240,5412
27732,2017,13155.39,0,1980,217.7,217.7,1638812.21,937438.23,625912.67,1012899.54,29480,4,28240,5412
27751,2017,882.97,0,1980,217.7,217.7,1638812.21,937438.23,611163.38,1027648.83,29480,1,28240,5412
27751,2017,882.97,0,1980,217.7,217.7,1638812.21,937438.23,616079.81,1022732.4,29480,2,28240,5412
27751,2017,882.97,0,1980,217.7,217.7,1638812.21,937438.23,620996.24,1017815.97,29480,3,28240,5412
27751,2017,882.97,0,1980,217.7,217.7,1638812.21,937438.23,625912.67,1012899.54,29480,4,28240,5412
27751,2017,882.97,0,1980,217.7,217.7,1638812.21,937438.23,611163.38,1027648.83,29480,1,28240,5412
27751,2017,882.97,0,1980,217.7,217.7,1638812.21,937438.23,616079.81,1022732.4,29480,2,28240,5412
27751,2017,882.97,0,1980,217.7,217.7,1638812.21,937438.23,620996.24,1017815.97,29480,3,28240,5412
