Column1,Column2,Column3,Column4,Column5,ids_row
"здание отделения г. петропавловск-камчатский, просп. к. маркса, 29/2 (24-01-02-00-01-001) ремонт ограждения (лит.1) (прокладка колючей проволоки типа ""егоза"" 50 м)",56.0,2021.0,"Текущий ремонт зданий, сооружений",526.0,24-01-02-00-01-001
"здание отделения г. петропавловск-камчатский, просп. к. маркса, 29/2 (24-01-02-00-01-001) ремонт участка системы холодного водоснабжения",124.7,2021.0,"Текущий ремонт зданий, сооружений",526.0,24-01-02-00-01-001
"здание отделения петропавловск-камчатский, российская федерация, камчатский край, петропавловск-камчатский городской округ, город петропавловск-камчатский, проспект карла маркса, дом № 29/2 (24-01-02-00-01-001)(ремонт помещений)  ",7394.71,2023.0,"Текущий ремонт зданий, сооружений",526.0,24-01-02-00-01-001
"35. административное здание литер б по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) (58-01-01-00-02-007 (комп.)) ",0.0,2019.0,"Текущий ремонт зданий, сооружений",539.0,58-01-01-00-02-007
"9.административное здание литер б по адресу: ул. кирова, 17, г. якутск, республика саха (якутия)  реестровый номер: 58-01-01-00-02-007 (комп.)    ",0.0,2022.0,"Текущий ремонт зданий, сооружений",539.0,58-01-01-00-02-007
"административное здание литер б по адресу: ул. кирова, 17, г. якутск, республика саха (якутия) реестровый номер: 58-01-01-00-02-007 (комп.)",1509.06,2023.0,"Текущий ремонт зданий, сооружений",539.0,58-01-01-00-02-007
"здание усть-камчатск, усть-камчатский район, п. усть-камчатск, ул. ленина, 3 (24-01-02-00-00-066)",72.42,2021.0,"Текущий ремонт зданий, сооружений",558.0,24-01-02-00-00-066
"18.здание отделения петропавловск-камчатский, по адресу: г. петропавловск-камчатский, ул. ленинская, 22",291.0,2020.0,"Текущий ремонт зданий, сооружений",559.0,
"выборочный капитальный ремонт здания главного управления центрального банка российской федерации по камчатскому краю в части замены участка наружных тепловых сетей, по адресу: российская федерация, камчатский край, петропавловск-камчатский городской округ, город петропавловск-камчатский, улица ленинская, дом № 22",386279.0,2021.0,Капитальный ремонт,559.0,
"5.здание отделения г. петропавловск-камчатский, ул. ленинская, 22 (р. №24-01-02-00-03-004(комп.))",0.0,2022.0,"Текущий ремонт зданий, сооружений",559.0,24-01-02-00-03-004
"11.банк по адресу: г. хабаровск, ул. калинина,156 (реестровый №73-01-09-00-04-048(комп.)",0.0,2022.0,"Текущий ремонт зданий, сооружений",621.0,73-01-09-00-04-048
"выборочный капитальный ремонт сетей теплоснабжения, расположенных по адресу: г. магадан, ул. пролетарская, д. 8, строение 1, литера а, гараж-бокс 1 и гараж бокс № 2",97.37,2017.0,Капитальный ремонт,657.0,
"4. подземное сооружение (склад), приморский край, г.владивосток, светланская, 71 (51-06-01-00-00-007)",1573.6,2022.0,"Текущий ремонт зданий, сооружений",678.0,51-06-01-00-00-007
"5,жилое помещение, приморский край, г. владивосток, ул. верхнепортовая, 44, кв.11 (51-02-01-00-00-158)",346.39,2022.0,"Текущий ремонт зданий, сооружений",679.0,51-02-01-00-00-158
"6.жилое помещение, приморский край, г. владивосток, ул. верхнепортовая, 44, кв.12 (51-02-01-00-00-159)",348.7,2022.0,"Текущий ремонт зданий, сооружений",680.0,51-02-01-00-00-159
"7.жилое помещение, приморский край, г. владивосток, ул. верхнепортовая, 44, кв.13 (51-02-01-00-00-160)",343.08,2022.0,"Текущий ремонт зданий, сооружений",681.0,51-02-01-00-00-160
"жилое помещение, приморский край, г. владивосток, ул. верхнепортовая, 44, кв.13 (51-02-01-00-00-160) -  ремонт помещений",114.94,2021.0,"Текущий ремонт зданий, сооружений",681.0,51-02-01-00-00-160
"жилое помещение, приморский край, г. владивосток, ул. верхнепортовая, 44, кв.135 (51-02-01-00-00-161) -  ремонт помещений",333.13,2021.0,"Текущий ремонт зданий, сооружений",682.0,51-02-01-00-00-161
"расчетно-кассовый центр, по адресу: хабаровский край, р-н верхнебуреинский, рп. чегдомын, ул. театральная, 10 (73-01-09-00-00-012) огнезащитная обработка крыши",44.2,2021.0,"Текущий ремонт зданий, сооружений",688.0,73-01-09-00-00-012
"выборочный капитальный ремонт  здания центрального банка российской федерации,  расположенного по адресу:  г. владивосток, ул. океанский проспект, д.34",3942549.0,2020.0,Капитальный ремонт,702.0,
"выборочный капитальный ремонт  здания центрального банка российской федерации,  расположенного по адресу:  г. владивосток, ул. океанский проспект, д.34",3942549.0,2021.0,Капитальный ремонт,702.0,
"выборочный капитальный ремонт  здания центрального банка российской федерации,  расположенного по адресу:  г. владивосток, ул. океанский проспект, д.34",4415994.0,2022.0,Капитальный ремонт,702.0,
"выборочный капитальный ремонт  здания центрального банка российской федерации,  расположенного по адресу:  г. владивосток, ул. океанский проспект, д.34",4415994.0,2023.0,Капитальный ремонт,702.0,
"выборочный капитальный ремонт  здания центрального банка российской федерации,  расположенного по адресу:  приморский край, г. владивосток, океанский проспект, д.34 в части замены дверного блока в боксе инкассаторских машин",97782.0,2021.0,Капитальный ремонт,702.0,
"выборочный капитальный ремонт нежилого здания центральный банк российской федерации, расположенного по адресу: российская федерация, приморский край, г. о. владивостокский, г. владивосток, пр-кт океанский, д. 34 в части замены лифтового оборудования",4243675.0,2022.0,Капитальный ремонт,702.0,
"выборочный капитальный ремонт нежилого здания центральный банк российской федерации, расположенного по адресу: российская федерация, приморский край, г. о. владивостокский, г. владивосток, пр-кт океанский, д. 34 в части замены лифтового оборудования",4243675.0,2023.0,Капитальный ремонт,702.0,
"выборочный капитальный ремонт с созданием автоматической системы газового пожаротушения в помещении № 14 (по техническому паспорту) в здании центрального банка российской федерации, расположенном по адресу: российская федерация, приморский край, г.о. владивостокский, г. владивосток, пр-кт океанский, д. 34",57279.0,2022.0,Капитальный ремонт,702.0,
"выборочный капитальный ремонт с созданием автоматической системы газового пожаротушения в помещении № 14 (по техническому паспорту) в здании центрального банка российской федерации, расположенном по адресу: российская федерация, приморский край, г.о. владивостокский, г. владивосток, пр-кт океанский, д. 34",57279.0,2023.0,Капитальный ремонт,702.0,
"реконструкция отдельных помещений информатизации для размещения оборудования информационно-телекоммуникационных систем (итс) здания дальневосточного гу банка россии, расположенного по адресу: г. владивосток, океанский проспект, д. 34",38969029.0,2021.0,Капитальное строительство,702.0,
"реконструкция отдельных помещений информатизации для размещения оборудования информационно-телекоммуникационных систем (итс) здания дальневосточного гу банка россии, расположенного по адресу: г. владивосток, океанский проспект, д. 34",36911842.0,2022.0,Капитальное строительство,702.0,
"реконструкция отдельных помещений информатизации для размещения оборудования информационно-телекоммуникационных систем (итс) здания дальневосточного гу банка россии, расположенного по адресу: г. владивосток, океанский проспект, д. 34",36911842.0,2023.0,Капитальное строительство,702.0,
"создание ""автоматизированной системы технического учета электроэнергии"" в зданиях центрального банка российской федерации по адресу: г. владивосток, пр-кт океанский, 34, г. владивосток, ул. светланская, 71, г. владивосток, ул. калинина, 261, г. владивосток, ул. светланская, 73, с. вольно-надеждинское, ул. пушкина, 59",2515256.0,2020.0,Капитальное строительство,702.0,
"создание автоматической системы газового пожаротушения в  помещении № 14 (по техническому паспорту) в здании центрального банка российской федерации, расположенном по адресу: российская федерация, приморский край, г.о. владивостокский, г. владивосток, пр-кт океанский, д. 34",864090.0,2022.0,Капитальное строительство,702.0,
"создание автоматической системы газового пожаротушения в  помещении № 14 (по техническому паспорту) в здании центрального банка российской федерации, расположенном по адресу: российская федерация, приморский край, г.о. владивостокский, г. владивосток, пр-кт океанский, д. 34",864090.0,2023.0,Капитальное строительство,702.0,
"создание системы кондиционирования воздуха в помещениях центральнго банка российской федерации по адресу: г. владивосток, пр-кт океанский, 34",19545148.0,2020.0,Капитальное строительство,702.0,
"создание системы кондиционирования воздуха в помещениях центрального банка российской федерации по адресу: г. владивосток, пр-кт океанский, 34",22064173.0,2021.0,Капитальное строительство,702.0,
"создание системы кондиционирования воздуха в помещениях центрального банка российской федерации по адресу: г. владивосток, пр-кт океанский, 34",21740689.0,2022.0,Капитальное строительство,702.0,
"создание системы кондиционирования воздуха в помещениях центрального банка российской федерации по адресу: г. владивосток, пр-кт океанский, 34",21740689.0,2023.0,Капитальное строительство,702.0,
"административное здание, город тында, ул. красная пресня, здание 22 (04-01-02-00-13-013(комп)) (ремонт металлического ограждения и технического помещения)",679.0,2023.0,"Текущий ремонт зданий, сооружений",801.0,04-01-02-00-13-013
"3. нежилые помещения  г. владивосток, ул. светланская, 73а (51-01-01-00-00-166)",2946.58,2022.0,"Текущий ремонт зданий, сооружений",805.0,51-01-01-00-00-166
"4. нежилые помещения г. владивосток, ул. светланская, 73а (51-01-01-00-00-166)",271.53,2020.0,"Текущий ремонт зданий, сооружений",805.0,51-01-01-00-00-166
"нежилые помещения г. владивосток, ул. светланская, 73а (51-01-01-00-00-166) ",1359.4,2023.0,"Текущий ремонт зданий, сооружений",805.0,51-01-01-00-00-166
"нежилые помещения г. владивосток, ул. светланская, 73а (51-01-01-00-00-166) ремонт гидроизоляции кровли",259.99,2021.0,"Текущий ремонт зданий, сооружений",805.0,51-01-01-00-00-166
"нежилые помещения г. владивосток, ул. светланская, 73а (51-01-01-00-00-166) ремонт декоративных элементов кровли ",122.59,2021.0,"Текущий ремонт зданий, сооружений",805.0,51-01-01-00-00-166
"12.здание центрального банка российской федерации, приморский край, надеждинский р-н, с.вольно-надеждинское, пушкина, 59 (51-07-01-00-00-010)",0.0,2022.0,"Текущий ремонт зданий, сооружений",991.0,51-07-01-00-00-010
"здание центрального банка российской федерации, приморский край, надеждинский р-н, с.вольно-надеждинское, ул. пушкина, 59 (51-07-01-00-00-010) - ремонт фасада",122.09,2021.0,"Текущий ремонт зданий, сооружений",991.0,51-07-01-00-00-010
"10. гараж ркц на 2 автомобиля, приморский край; г. уссурийск, ул. некрасова, 102 (51-07-01-00-00-017)",0.0,2020.0,"Текущий ремонт зданий, сооружений",992.0,51-07-01-00-00-017
"10.нежилые помещения, расположенные по адресу: г. владивосток, ул. пушкинская, 8б (51-07-03-00-00-187, 51-07-03-00-00-188)",0.0,2022.0,"Текущий ремонт зданий, сооружений",993.0,51-07-03-00-00-187
"41.здание ""центральный банк г. хабаровск, ул. муравьева-амурского, 42, лит. а-а6 (73-01-02-00-03-031 (комп.))",2169.0,2019.0,"Текущий ремонт зданий, сооружений",1109.0,73-01-02-00-03-031
"2.центральный банк (столовая),  по адресу: г. хабаровск, ул. муравьева-амурского, 42 (73-03-01-00-03-059 (комп.))",2725.0,2022.0,"Текущий ремонт зданий, сооружений",1168.0,73-03-01-00-03-059
"6.функциональное помещение (столовая), по адресу: г. хабаровск, ул. муравьева-амурского, 21 (73-03-01-00-07-069 (комп.))",8.0,2022.0,"Текущий ремонт зданий, сооружений",1170.0,73-03-01-00-07-069
"3.здание гаража (лит. б) отделения г. петропавловск-камчатский, ул. ленинская, 22 (24-05-02-00-00-005)",293.94,2022.0,"Текущий ремонт зданий, сооружений",1173.0,24-05-02-00-00-005
"здание ркц тиличики (лит. а, а1), российская федерация, камчатский край, олюторский муниципальный район, сельское поселение «село тиличики», село тиличики, улица школьная, дом № 19 (24-01-09-00-00-049)",296.63,2023.0,"Текущий ремонт зданий, сооружений",1298.0,24-01-09-00-00-049
"выборочный капитальный ремонт здания гаража на 20 автомашин, в части ремонта кровли, расположенного по адресу: камчатский край, г. петропавловск-камчатский, ул. ломоносова, 2",4439.86,2017.0,Капитальный ремонт,1369.0,
"8. административное здание, приморский край, г.владивосток, светланская, 111 (51-01-01-00-00-191)",3856.97,2022.0,"Текущий ремонт зданий, сооружений",1385.0,51-01-01-00-00-191
"административное здание, г. владивосток, светланская, 111 (51-01-01-00-00-191) работы по оборудованию ограждения площадки для накопления тко",105.99,2021.0,"Текущий ремонт зданий, сооружений",1385.0,51-01-01-00-00-191
"административное здание, г. владивосток, светланская, 111 (51-01-01-00-00-191)- ремонт фасада",451.19,2021.0,"Текущий ремонт зданий, сооружений",1385.0,51-01-01-00-00-191
"административное здание, г.владивосток, светланская, 111 (51-01-01-00-00-191)",86.93,2023.0,"Текущий ремонт зданий, сооружений",1385.0,51-01-01-00-00-191
3.теплая стоянка с медсанчастью реестр. 59-05-01-00-03-048 (комп.),0.0,2022.0,"Текущий ремонт зданий, сооружений",1591.0,59-05-01-00-03-048
"«здание «банк» (ркц г. советская гавань), город советская гавань, улица советская, дом 26, текущий ремонт зданий",21.0,2023.0,"Текущий ремонт зданий, сооружений",1601.0,
"здание ""банк"", г. хабаровск, ул. воронежская, 154 восстановление работоспособности итсо",0.0,2023.0,"Текущий ремонт зданий, сооружений",1979.0,
"здание ""банк"", г. хабаровск, ул. воронежская, 154 ремонт инженерных систем",95.69,2023.0,"Текущий ремонт зданий, сооружений",1979.0,
"здание ""банк"", г. хабаровск, ул. воронежская, 154 текущий ремонт зданий",1727.31,2023.0,"Текущий ремонт зданий, сооружений",1979.0,
"здание ""вспомогательное здание"",  г. хабаровск, ул. воронежская, 154/3, ремонт инженерных систем",0.0,2023.0,"Текущий ремонт зданий, сооружений",1981.0,
"выборочный капитальный ремонт  помещения бокс-мастерской и здания дальневосточного гу банка россии по адресу: г. владивосток, ул. светланская, 71",12529120.0,2020.0,Капитальный ремонт,1984.0,
"выборочный капитальный ремонт  помещения бокс-мастерской и здания дальневосточного гу банка россии по адресу: г. владивосток, ул. светланская, 71",12784075.0,2021.0,Капитальный ремонт,1984.0,
"выборочный капитальный ремонт  помещения бокс-мастерской и здания дальневосточного гу банка россии по адресу: г. владивосток, ул. светланская, 71",12475698.0,2022.0,Капитальный ремонт,1984.0,
"выборочный капитальный ремонт  помещения бокс-мастерской и здания дальневосточного гу банка россии по адресу: г. владивосток, ул. светланская, 71",12475698.0,2023.0,Капитальный ремонт,1984.0,
"капитальный ремонт здания, расположенного по адресу: приморский край,  г. владивосток, ул. светланская, 71       ",83550896.0,2020.0,Капитальный ремонт,1984.0,
"капитальный ремонт помещений амбулатории и кровли в пятиэтажном здании, расположенном по адресу: приморский край, г. владивосток, ул. светланская, 71",10943.56,2018.0,Капитальный ремонт,1984.0,
"капитальный ремонт помещений и кровли в пятиэтажном здании центрального банка российской федерации, расположенном по адресу: приморский край, г. владивосток, ул. светланская, 71",9840.91,2019.0,Капитальный ремонт,1984.0,
"капитальный ремонт подземного сооружения (лит. б, склад), расположенного по адресу: приморский край, г. владивосток, ул. светланская, д. 71",4088.43,2017.0,Капитальный ремонт,1984.0,
г. южно-сахалинск, коммунистический проспект,,4549.0,2019.0,
г. магадан, ул. пушкина,,1122.2,2020.0,
" выборочный капитальный ремонт в части системы автоматического управления оборудованием приточно-вытяжной вентиляции, кондиционирования и теплоснабжения административного здания, расположенного по адресу: чукотский автономный округ г. анадырь, ул. дежнева, 7",2223558.0,2021.0,Капитальный ремонт,2052.0,
" выборочный капитальный ремонт кровли здания, расположенного по адресу: г.анадырь, ул.дежнева,7",2394.55,2019.0,Капитальный ремонт,2052.0,
"капитальный ремонт здания ркц находка, расположенного по адресу: приморский край, г. находка, проспект находкинский, 13 ",19001.91,2017.0,Капитальный ремонт,2060.0,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
